	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N
isogroup53709_g1	51	49	17	14	7	47	2	0	11	10	2	29	49	22	226	32	
isogroup53710_g1	91	110	29	41	9	71	3	0	4	52	4	39	91	38	492	90	
isogroup53712_g1	20	23	12	3	4	37	2	0	8	30	5	7	81	32	226	43	
isogroup53713_g1	0	8	0	0	1	0	0	0	0	0	0	1	2	1	3	2	
isogroup53715_g1	27	32	13	0	7	40	0	0	3	3	5	22	42	18	206	27	
isogroup53716_g1	29	24	3	32	0	24	11	0	5	9	1	23	39	10	116	14	
isogroup53717_g1	58	84	22	12	19	44	14	0	23	33	2	86	153	64	365	79	
isogroup53719_g1	90	140	13	49	9	65	13	0	20	52	10	112	204	160	899	136	
isogroup53719_g2	3	1	0	0	0	0	0	0	0	1	4	2	2	0	12	0	
isogroup5371_g1	2	1	0	0	0	0	0	0	0	0	1	3	0	0	8	0	
isogroup53720_g1	27	36	37	23	31	78	7	0	32	29	16	63	80	26	242	52	
isogroup53721_g1	2	0	0	0	0	0	0	0	0	0	0	0	4	2	7	0	
isogroup53722_g1	8	11	5	6	3	27	1	0	2	11	0	32	25	11	97	22	
isogroup53723_g1	180	282	113	100	44	159	42	0	41	141	28	239	230	132	821	166	
isogroup53724_g1	10	17	6	4	19	45	1	0	6	44	2	18	24	4	53	16	
isogroup53725_g2	234	294	122	139	26	146	17	0	34	109	7	132	370	201	1447	257	
isogroup53726_g1	55	52	33	32	6	33	5	0	14	17	5	30	68	34	374	56	
isogroup53729_g1	53	45	2	0	1	0	1	0	1	1	0	4	47	52	219	33	
isogroup53731_g1	7	11	12	29	1	7	0	0	4	3	3	4	73	21	125	21	
isogroup53732_g1	6	4	7	8	1	0	0	0	3	2	0	17	14	4	59	5	
isogroup53733_g1	4	22	11	18	6	3	5	0	8	7	6	25	29	8	166	13	
isogroup53734_g1	0	4	0	0	4	3	2	0	2	2	0	8	9	2	38	8	
isogroup53737_g1	1	1	0	0	0	0	0	0	0	16	0	2	3	0	5	0	
isogroup53737_g2	0	1	0	0	0	0	0	0	2	20	0	2	2	0	0	2	
isogroup53738_g1	54	79	26	14	12	58	5	0	16	52	5	44	130	41	563	90	
isogroup53740_g1	41	38	7	26	10	52	1	0	10	36	8	39	39	26	155	19	
isogroup53741_g1	119	141	82	91	11	165	6	0	23	105	6	98	254	134	671	181	
isogroup53742_g1	19	7	16	8	12	39	9	0	18	11	38	30	32	19	445	21	
isogroup53743_g1	4	12	6	5	1	19	0	0	9	5	0	2	9	2	68	4	
isogroup53747_g1	4	10	5	7	4	26	0	0	7	2	5	8	28	11	120	24	
isogroup53748_g1	3	16	1	4	0	4	1	0	6	7	8	13	16	8	87	4	
isogroup53749_g1	150	184	122	94	24	158	14	0	33	173	28	173	274	85	1008	144	
isogroup5374_g1	0	3	0	0	5	0	0	0	0	0	0	9	0	2	0	1	
isogroup53750_g1	33	22	29	22	1	19	0	0	2	0	0	3	164	59	145	29	
isogroup53750_g2	0	1	1	0	0	0	0	0	3	2	0	2	5	0	47	12	
isogroup53752_g2	19	28	17	21	2	1	2	0	1	17	2	12	33	23	91	17	
isogroup53753_g1	154	215	126	63	41	243	9	0	59	118	30	153	421	184	1044	197	
isogroup53755_g1	180	354	367	274	86	561	21	0	66	176	29	144	964	494	1664	226	
isogroup53756_g1	22	46	12	25	2	49	1	0	15	22	5	22	19	0	237	39	
isogroup53756_g2	75	79	57	76	17	132	4	1	4	4	3	56	451	169	191	43	
isogroup53756_g3	11	15	7	3	3	11	1	0	2	4	0	4	11	8	13	0	
isogroup53756_g4	20	26	14	0	6	13	0	0	2	11	1	15	47	29	147	16	
isogroup53757_g1	1168	1489	532	277	86	365	21	0	102	294	16	143	1003	778	5760	513	
isogroup53759_g1	6	10	2	5	7	78	1	0	2	11	0	7	12	11	34	8	
isogroup53759_g2	7	12	26	7	7	3	8	0	7	19	5	8	19	9	39	2	
isogroup5375_g1	1	1	0	0	0	0	0	0	2	0	0	0	8	1	0	0	
isogroup53760_g1	107	131	28	8	21	140	5	0	33	56	12	72	105	49	194	49	
isogroup53761_g1	23	46	21	19	11	27	12	0	27	28	13	23	94	34	466	67	
isogroup53762_g2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53762_g3	0	1	0	0	0	0	0	0	1	0	0	6	1	1	11	0	
isogroup53763_g1	38	34	13	3	2	62	1	0	6	9	1	25	53	24	217	33	
isogroup53764_g1	54	95	22	25	20	152	5	0	32	55	13	98	161	87	374	55	
isogroup53765_g1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	6	0	
isogroup53765_g3	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	
isogroup53767_g1	60	160	54	29	5	48	4	0	22	87	6	72	123	41	383	56	
isogroup53768_g1	152	253	161	177	35	264	23	0	52	146	30	111	304	134	1060	156	
isogroup53771_g1	16	11	2	7	6	38	0	0	5	20	0	18	22	7	56	13	
isogroup53774_g1	86	117	7	17	3	8	2	0	11	10	5	48	95	58	395	56	
isogroup53777_g1	20	13	9	9	0	2	0	0	8	30	5	35	60	18	449	56	
isogroup53777_g2	2	5	0	0	0	0	0	0	0	0	0	0	4	1	17	0	
isogroup53777_g3	0	1	1	3	4	5	4	0	2	18	11	49	0	0	23	2	
isogroup53777_g4	1	0	0	0	0	0	0	0	0	0	0	1	3	1	7	1	
isogroup53778_g1	5	9	1	5	0	10	0	0	0	0	0	8	3	2	12	11	
isogroup53780_g1	8	6	0	0	0	0	0	0	0	0	0	0	2	0	38	1	
isogroup53783_g1	0	2	2	0	2	11	0	0	2	0	2	2	27	6	49	12	
isogroup53784_g1	827	1061	630	536	224	1072	54	1	166	464	106	890	1286	704	3936	682	
isogroup53785_g1	62	44	55	65	6	60	10	0	15	52	5	64	61	22	475	68	
isogroup53786_g1	39	35	27	35	6	66	11	0	16	34	3	32	90	30	252	34	
isogroup53786_g2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
isogroup53787_g1	0	2	0	0	0	0	0	0	0	0	1	0	4	2	7	0	
isogroup53787_g2	57	99	28	38	25	154	13	1	41	99	16	110	237	102	633	134	
isogroup53788_g1	127	119	63	86	46	207	39	0	26	84	40	56	863	216	1106	130	
isogroup53789_g1	2	10	3	14	2	3	8	0	6	4	6	14	16	14	89	20	
isogroup53790_g1	33	38	14	10	8	23	0	0	7	21	5	23	76	88	146	12	
isogroup53791_g1	16	11	6	2	6	12	1	0	5	18	2	16	38	8	68	7	
isogroup53791_g2	26	31	3	1	2	20	1	0	8	22	3	21	59	34	182	30	
isogroup53792_g2	8	26	12	32	1	87	4	0	12	28	6	24	45	24	162	39	
isogroup53793_g1	68	73	27	50	9	26	2	0	5	43	2	28	62	33	332	41	
isogroup53794_g1	2	4	3	1	5	0	2	0	10	2	10	11	7	3	46	1	
isogroup53795_g1	4	1	20	17	0	1	0	0	0	2	11	85	2	1	13	4	
isogroup53798_g1	231	309	79	148	30	100	9	1	68	96	33	183	467	164	1378	275	
isogroup53799_g1	10	12	2	11	0	9	0	0	2	12	0	8	27	6	80	10	
isogroup53799_g2	622	811	395	333	106	480	56	0	243	371	55	478	1411	632	3800	510	
isogroup53800_g1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53800_g2	20	34	48	32	11	31	5	0	5	5	6	24	20	1	33	12	
isogroup53802_g1	28	39	26	16	7	14	2	0	7	38	2	32	67	22	134	29	
isogroup53803_g1	547	817	283	299	171	616	133	1	91	660	53	648	555	245	2756	595	
isogroup53807_g3	32	66	17	19	6	38	7	0	22	13	7	28	87	26	282	57	
isogroup53808_g1	23	43	12	27	10	61	3	0	12	20	11	44	44	14	175	34	
isogroup53810_g1	0	2	0	0	0	0	0	0	1	0	0	1	0	1	15	1	
isogroup53812_g1	7	10	24	28	6	49	7	0	8	11	17	38	4	4	34	3	
isogroup53813_g1	24	25	16	18	4	46	1	0	21	45	0	29	86	23	298	49	
isogroup53815_g2	8	3	4	1	1	26	0	0	12	5	4	6	19	4	55	5	
isogroup53819_g2	0	1	0	2	0	2	0	0	0	0	1	2	0	0	6	0	
isogroup53820_g1	2	5	13	11	12	14	5	0	6	2	2	9	30	9	77	9	
isogroup53821_g1	61	75	13	60	18	41	6	0	37	22	2	44	203	67	856	73	
isogroup53821_g2	456	440	161	143	95	223	62	0	191	186	64	301	634	203	2727	348	
isogroup53822_g1	9	28	0	3	2	0	1	0	0	0	0	1	27	1	71	13	
isogroup53823_g1	190	163	84	95	26	104	9	1	33	115	12	157	516	209	1431	245	
isogroup53824_g1	7	5	2	0	1	6	0	0	4	4	4	6	22	2	29	5	
isogroup53825_g1	4	5	0	3	5	7	13	0	5	5	4	43	2	3	19	5	
isogroup53826_g1	59	115	43	18	17	45	13	0	13	24	5	18	217	48	1280	218	
isogroup53827_g1	135	192	113	130	54	138	29	1	54	166	29	144	477	135	1084	161	
isogroup53828_g1	80	84	38	32	19	127	10	0	23	97	23	95	104	36	673	89	
isogroup53829_g2	30	49	17	12	5	19	6	0	13	15	5	15	61	24	201	16	
isogroup53832_g1	2	0	0	0	0	0	0	0	1	0	0	2	2	1	7	1	
isogroup53833_g1	86	91	29	33	12	51	19	0	41	79	11	53	208	67	626	86	
isogroup53834_g1	36	36	31	35	10	75	6	0	16	24	5	50	96	19	425	48	
isogroup53835_g1	66	88	37	61	12	135	8	0	32	71	7	82	166	63	617	80	
isogroup53836_g1	55	71	62	31	6	82	11	0	8	88	9	61	94	35	222	48	
isogroup53838_g1	79	107	37	27	13	63	17	0	15	64	10	77	190	77	571	87	
isogroup53839_g1	9	24	11	3	3	13	4	0	17	8	5	6	33	14	217	9	
isogroup5383_g1	67	171	27	8	16	71	5	0	6	18	5	22	103	51	421	48	
isogroup53840_g1	81	83	27	25	6	33	5	0	23	50	3	29	176	41	712	119	
isogroup53843_g1	7	7	2	7	0	4	0	0	0	0	0	2	11	4	48	6	
isogroup53843_g2	16	10	2	0	2	0	0	0	2	16	0	5	22	4	77	13	
isogroup53844_g2	82	128	40	57	21	112	4	0	38	71	14	88	220	73	754	113	
isogroup53846_g2	11	12	3	7	0	5	1	0	3	18	13	17	39	2	43	18	
isogroup53846_g3	0	0	1	0	0	0	0	0	0	0	0	2	13	4	5	0	
isogroup53847_g1	32	40	57	29	33	66	10	0	17	16	10	18	83	27	353	51	
isogroup53849_g1	0	5	9	0	0	0	0	0	0	0	0	1	7	0	4	2	
isogroup53850_g1	30	21	18	4	5	3	1	0	0	2	4	13	37	22	135	10	
isogroup53851_g1	96	126	78	23	22	45	5	0	22	32	5	51	307	144	704	114	
isogroup53852_g1	162	257	104	95	22	116	4	0	29	140	10	111	310	128	1537	186	
isogroup53852_g2	60	35	16	73	14	15	2	0	2	2	3	31	58	16	142	20	
isogroup53853_g2	136	247	99	76	58	426	7	0	19	46	14	135	291	69	2238	419	
isogroup53854_g1	25	31	7	17	0	24	0	0	12	20	1	21	76	34	299	39	
isogroup53855_g1	34	49	12	3	5	24	13	0	10	49	1	21	12	14	105	13	
isogroup53856_g1	93	160	83	58	25	98	9	0	49	90	25	217	348	110	1170	187	
isogroup53857_g2	49	48	25	33	5	49	11	0	16	41	6	33	65	15	223	22	
isogroup53858_g1	317	225	110	215	67	597	11	0	46	122	13	126	656	149	453	79	
isogroup5385_g1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53861_g1	107	124	82	75	24	121	6	0	14	78	8	106	60	40	415	66	
isogroup53864_g1	23	32	21	10	3	35	4	0	6	27	2	14	54	21	166	21	
isogroup53868_g1	1	16	4	14	5	16	4	0	18	8	5	12	19	3	56	13	
isogroup53869_g1	123	162	45	40	6	80	2	0	22	72	8	54	321	119	451	65	
isogroup53870_g1	18	18	10	2	5	8	1	1	11	11	3	12	14	9	86	10	
isogroup53871_g1	484	583	264	229	81	519	23	0	102	231	36	318	887	398	2388	455	
isogroup53872_g1	19	23	11	5	7	77	0	0	5	51	0	43	39	24	301	67	
isogroup53873_g1	41	67	36	37	28	59	7	0	38	42	17	50	163	78	582	90	
isogroup53874_g1	20	23	3	2	4	17	3	0	4	15	3	14	11	11	47	12	
isogroup53876_g1	19	23	15	15	5	3	1	0	6	4	2	19	67	10	353	70	
isogroup53877_g2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup53878_g1	136	168	65	84	40	242	34	0	82	66	37	181	365	157	1175	136	
isogroup53879_g1	170	150	55	68	37	202	21	0	40	129	10	134	181	62	1219	219	
isogroup53880_g1	28	35	11	8	2	20	10	0	18	27	5	62	68	67	165	30	
isogroup53881_g1	61	58	42	10	9	44	4	0	10	34	8	63	97	31	451	76	
isogroup53882_g1	18	28	1	1	1	7	3	0	0	0	0	0	30	12	97	41	
isogroup53884_g1	76	103	47	107	26	110	3	2	17	28	16	51	338	77	838	172	
isogroup53885_g1	60	89	24	30	6	23	4	0	16	60	9	41	103	39	487	85	
isogroup53886_g1	253	432	104	91	43	286	94	1	18	225	23	244	897	282	1813	438	
isogroup53886_g2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup53886_g3	3	4	0	0	0	3	0	0	0	0	1	0	0	1	15	2	
isogroup53886_g5	143	139	7	13	7	11	7	0	13	8	6	48	25	34	99	52	
isogroup53887_g1	0	0	3	1	0	0	0	0	0	23	0	6	6	1	8	0	
isogroup53888_g1	445	503	128	114	43	235	23	0	119	85	30	207	902	299	3125	412	
isogroup53889_g1	71	81	69	15	24	62	0	0	25	116	5	65	144	62	259	54	
isogroup5388_g1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
isogroup53890_g1	11	15	41	27	6	58	1	0	0	0	1	20	26	1	0	0	
isogroup53891_g1	16	29	27	40	9	153	7	0	13	42	8	48	55	20	166	22	
isogroup53892_g1	4	7	10	12	11	19	0	0	0	0	0	0	73	12	49	10	
isogroup53893_g1	91	63	47	46	24	156	14	0	18	53	11	83	191	61	516	111	
isogroup53894_g1	41	36	25	10	11	39	10	0	4	21	3	10	79	29	106	28	
isogroup53895_g1	12	53	39	13	5	46	4	0	8	24	2	28	80	30	209	43	
isogroup53897_g1	2246	2324	776	466	339	1338	134	3	538	1112	200	1419	5195	1837	8094	1442	
isogroup53898_g1	9	6	17	0	11	20	1	0	3	15	5	6	18	5	89	19	
isogroup53898_g2	5	1	0	1	0	3	4	0	1	0	0	4	2	0	31	5	
isogroup538_g1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	0	
isogroup53900_g1	333	371	162	109	55	221	33	0	61	139	34	248	571	230	1253	236	
isogroup53901_g1	752	793	521	484	160	677	57	0	152	567	37	737	1009	539	2634	515	
isogroup53902_g1	53	100	6	49	4	117	2	0	19	73	5	69	235	138	711	96	
isogroup53903_g1	0	4	1	0	0	4	0	0	2	0	0	2	1	1	19	1	
isogroup53903_g2	12	14	28	21	4	41	2	0	16	34	2	21	17	5	95	17	
isogroup53904_g1	39	52	4	2	3	25	3	0	3	25	7	27	96	26	361	61	
isogroup53904_g2	11	38	12	10	0	7	0	0	7	28	6	10	74	22	55	5	
isogroup53905_g1	8	32	9	19	8	31	0	0	2	15	2	27	29	18	224	33	
isogroup53907_g1	63	75	32	23	6	14	3	0	16	25	7	30	99	35	339	72	
isogroup53908_g1	23	32	8	5	3	46	11	0	11	27	9	24	42	11	224	44	
isogroup53909_g1	44	98	89	117	26	91	17	0	44	60	19	105	157	78	587	77	
isogroup53910_g1	7	8	8	1	0	7	3	0	1	0	1	10	7	6	36	9	
isogroup53911_g1	24	15	12	11	0	2	0	0	2	10	0	11	40	15	106	15	
isogroup53912_g1	149	199	19	17	38	56	3	0	23	35	1	40	141	92	598	91	
isogroup53913_g1	18	18	7	0	0	9	0	0	0	21	1	32	16	18	66	10	
isogroup53914_g1	58	144	101	57	44	140	56	0	97	124	28	111	326	100	926	131	
isogroup53916_g3	20	36	30	33	7	34	3	0	7	24	3	41	51	17	241	69	
isogroup53916_g5	29	44	15	12	17	29	8	0	14	33	11	27	91	31	235	21	
isogroup53917_g1	15	17	1	1	3	1	11	0	1	1	0	1	23	17	143	21	
isogroup53918_g2	391	474	317	197	86	579	37	0	151	367	66	345	690	181	2848	259	
isogroup53919_g1	68	48	48	17	4	19	0	0	10	29	5	23	105	26	301	52	
isogroup53920_g1	5	17	7	2	5	25	3	0	2	3	1	8	21	9	56	18	
isogroup53921_g1	0	1	0	0	0	3	0	0	1	0	0	3	7	0	8	3	
isogroup53922_g1	4	9	5	2	1	13	3	0	4	9	3	4	39	8	88	15	
isogroup53923_g1	24	16	11	4	0	0	8	0	2	16	0	1	33	10	139	10	
isogroup53924_g1	38	37	18	3	4	26	1	0	6	15	0	50	51	17	157	31	
isogroup53924_g2	46	67	124	85	33	86	62	0	55	33	44	90	120	33	781	88	
isogroup53927_g1	50	94	72	47	32	101	18	0	34	38	17	135	152	70	441	52	
isogroup53929_g1	58	58	18	6	1	27	5	0	16	11	0	172	89	64	154	17	
isogroup5392_g1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup53930_g2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	
isogroup53931_g3	1231	1454	579	453	265	942	87	0	441	751	202	914	3171	1142	6753	949	
isogroup53933_g1	10	20	15	5	10	33	0	0	2	14	3	22	51	22	48	6	
isogroup53935_g1	11	10	13	7	8	42	1	0	3	20	3	23	25	11	206	47	
isogroup53936_g1	3	1	0	0	0	0	0	0	0	0	0	2	0	0	27	4	
isogroup53937_g1	3	2	3	6	5	20	5	0	8	22	7	22	32	7	63	11	
isogroup53939_g1	13	24	5	3	1	15	2	0	4	1	0	3	16	3	128	34	
isogroup53941_g1	27	16	8	4	9	21	2	0	3	3	4	20	52	17	252	39	
isogroup53942_g3	6	5	10	5	1	6	2	0	3	6	0	6	5	0	20	6	
isogroup53943_g1	195	233	95	96	16	162	21	0	29	59	11	143	266	131	946	150	
isogroup53943_g3	0	2	2	0	0	2	0	0	1	4	0	8	8	4	18	2	
isogroup53945_g1	95	125	51	39	30	58	7	0	34	80	15	100	217	69	1040	149	
isogroup53946_g2	2	6	0	0	0	0	0	0	0	0	0	0	8	0	33	5	
isogroup53946_g3	14	1	2	0	5	5	1	0	0	2	0	1	0	1	6	0	
isogroup53947_g1	107	174	83	94	47	136	30	0	68	103	52	175	293	96	935	158	
isogroup53948_g1	86	107	54	104	15	105	3	0	21	71	4	88	109	52	476	72	
isogroup53949_g1	1	2	0	0	0	1	0	0	1	7	0	5	0	0	25	9	
isogroup53953_g1	3	14	10	3	8	10	1	0	6	6	1	4	30	6	51	8	
isogroup53956_g1	50	60	18	41	2	80	7	0	20	29	5	48	95	63	243	41	
isogroup53958_g2	146	194	14	14	33	129	17	0	21	15	23	92	521	284	635	132	
isogroup53958_g3	0	0	6	1	15	118	0	0	0	0	0	0	0	2	0	0	
isogroup53958_g4	2	8	88	124	47	241	18	0	36	40	10	117	192	125	887	306	
isogroup53959_g1	178	233	73	65	17	109	26	0	63	85	8	91	306	135	1304	233	
isogroup53960_g2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	
isogroup53962_g1	82	125	75	66	55	202	17	0	42	42	12	179	373	148	630	114	
isogroup53964_g1	37	41	17	10	8	24	4	0	5	23	2	18	106	34	248	23	
isogroup53965_g1	1	4	0	0	3	1	0	0	1	9	1	3	18	9	26	5	
isogroup53967_g1	48	43	11	2	0	32	15	0	6	17	1	15	30	7	65	18	
isogroup53968_g1	218	281	98	95	45	250	42	0	102	152	61	256	744	200	1367	262	
isogroup53971_g1	12	36	6	23	5	17	4	0	0	24	2	16	38	13	230	33	
isogroup53972_g1	7	4	0	0	0	0	0	0	0	0	0	0	8	2	5	5	
isogroup53972_g2	0	0	0	0	0	0	3	0	0	1	3	0	0	0	30	3	
isogroup53974_g1	60	89	15	28	8	29	2	0	4	20	1	10	47	30	146	38	
isogroup53976_g1	7	24	10	12	4	9	1	0	7	5	9	14	78	14	158	34	
isogroup53977_g1	49	67	35	71	24	107	5	0	12	46	6	33	161	59	1109	150	
isogroup53978_g1	6	4	0	4	6	46	4	0	1	1	0	4	17	3	21	3	
isogroup53980_g2	33	53	16	37	5	68	2	0	13	55	11	42	105	69	362	78	
isogroup53981_g1	72	70	14	10	9	56	2	0	23	20	10	18	214	51	532	70	
isogroup53982_g1	94	118	47	39	19	68	4	0	36	54	13	34	199	94	807	105	
isogroup53983_g3	53	105	22	19	4	37	7	0	26	70	4	30	316	71	403	46	
isogroup53984_g1	20	21	13	0	5	24	0	0	4	20	2	19	61	17	142	45	
isogroup53985_g1	56	72	18	19	10	68	14	0	21	19	5	53	136	43	497	76	
isogroup53986_g1	41	35	9	6	11	9	0	0	20	14	6	29	140	23	228	32	
isogroup53988_g1	23	32	16	6	6	3	8	0	7	16	0	13	39	17	177	43	
isogroup53989_g1	171	190	70	68	29	87	20	0	31	109	23	131	406	145	808	137	
isogroup53990_g1	108	169	43	26	22	78	5	0	10	91	2	47	191	50	493	89	
isogroup53992_g2	107	86	51	45	21	81	0	0	16	77	8	60	49	47	152	33	
isogroup53993_g1	68	103	37	66	11	131	20	0	16	71	8	135	185	88	414	97	
isogroup53994_g2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup53994_g3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	11	0	
isogroup53996_g1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	
isogroup53996_g2	17	5	4	4	4	26	2	0	0	10	0	21	18	14	64	25	
isogroup53997_g1	76	91	31	38	7	94	3	0	10	39	10	76	151	70	401	84	
isogroup53999_g1	13	27	9	0	0	7	0	0	4	17	1	2	33	6	167	27	
isogroup54000_g1	2	1	0	1	0	0	0	0	0	0	0	2	12	4	44	8	
isogroup54002_g1	44	34	32	24	3	41	6	0	16	35	2	52	84	22	297	44	
isogroup54003_g1	8	15	3	33	2	24	7	0	3	13	1	15	41	10	199	14	
isogroup54005_g1	3	5	0	1	1	12	1	0	2	6	3	0	4	0	14	10	
isogroup54005_g2	9	6	0	10	3	3	0	0	0	16	0	1	14	3	28	0	
isogroup54006_g1	2	10	6	9	5	2	0	0	4	9	0	7	15	7	47	6	
isogroup54007_g2	31	8	14	1	11	35	0	0	12	16	1	12	32	14	127	16	
isogroup54007_g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup54009_g1	0	10	18	13	0	53	5	0	12	15	3	29	11	0	51	6	
isogroup54009_g2	3	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	
isogroup54009_g3	66	107	14	28	0	0	1	0	0	0	0	4	162	35	20	1	
isogroup54011_g1	0	3	0	0	0	20	0	0	0	0	0	0	4	0	5	0	
isogroup54014_g2	341	369	202	153	104	358	22	0	107	262	53	423	793	292	2078	375	
isogroup54017_g1	56	106	52	30	17	233	34	0	24	96	10	99	299	90	555	117	
isogroup54019_g1	11	16	7	17	3	29	1	0	2	16	3	12	48	11	111	15	
isogroup54019_g2	0	2	2	0	0	0	0	0	1	3	0	0	2	0	15	1	
isogroup54020_g1	51	40	7	4	0	33	3	0	6	12	10	21	36	17	68	6	
isogroup54021_g1	22	16	4	17	5	21	1	0	5	13	2	30	48	20	261	23	
isogroup54022_g1	6	45	15	14	0	11	0	0	0	22	0	39	5	21	16	40	
isogroup54023_g1	297	377	127	150	86	222	28	0	111	181	51	197	606	272	2061	319	
isogroup54024_g1	12	20	12	8	0	17	1	0	10	8	10	19	40	11	89	13	
isogroup54025_g1	56	66	13	8	1	2	0	1	3	16	0	8	57	17	249	58	
isogroup54026_g1	3	5	10	0	2	20	3	0	6	10	0	12	14	5	73	4	
isogroup54027_g1	39	43	28	2	0	63	15	0	9	39	3	32	97	33	313	35	
isogroup54027_g3	946	1199	876	634	269	1322	85	0	297	602	131	1141	2068	752	3772	696	
isogroup54028_g1	45	50	14	4	13	5	0	0	16	43	9	26	59	37	342	72	
isogroup54029_g1	42	33	8	11	3	35	0	0	0	23	0	29	24	17	59	7	
isogroup54031_g1	124	169	74	62	28	207	9	1	43	101	5	149	379	111	891	162	
isogroup54032_g2	9	1	5	0	1	0	0	0	3	8	0	11	2	0	12	0	
isogroup54034_g1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	
isogroup54038_g1	786	1231	277	323	141	782	81	2	188	280	73	453	1580	430	5693	855	
isogroup54039_g2	4	12	4	9	5	3	0	0	7	6	5	13	14	10	38	13	
isogroup54043_g1	249	513	213	291	46	354	33	0	100	225	19	296	880	498	1201	342	
isogroup54043_g3	131	190	194	115	26	54	6	0	1	5	13	43	37	12	671	106	
isogroup54045_g1	246	296	146	72	51	169	22	1	58	122	15	169	234	44	600	75	
isogroup54046_g1	47	47	8	15	2	23	9	0	13	20	2	33	21	11	130	40	
isogroup54047_g1	2	0	9	7	10	12	2	0	3	12	3	17	0	0	14	1	
isogroup54048_g1	2	29	14	0	2	2	16	0	1	9	2	7	33	11	162	24	
isogroup54051_g1	54	58	40	7	3	32	1	0	7	49	5	39	74	40	264	32	
isogroup54052_g1	830	967	563	261	115	854	40	0	147	578	81	435	2052	824	6275	829	
isogroup54053_g1	71	88	22	12	12	85	0	0	5	25	4	29	89	49	508	84	
isogroup54054_g1	23	34	13	5	3	5	2	0	9	10	3	16	72	26	270	29	
isogroup54056_g1	24	18	2	0	1	6	3	0	4	6	2	6	24	8	87	7	
isogroup54057_g1	65	114	114	94	51	218	52	0	90	90	17	176	373	135	1415	192	
isogroup54058_g1	116	209	129	142	42	264	31	0	49	149	33	157	308	114	918	216	
isogroup54060_g3	10	4	0	13	2	1	7	0	3	3	1	9	11	7	38	0	
isogroup54062_g1	120	165	43	32	29	172	20	0	51	87	28	90	398	79	923	161	
isogroup54063_g1	48	34	14	7	9	5	2	0	3	14	4	2	139	34	310	44	
isogroup54066_g1	291	326	50	58	25	221	14	0	57	147	11	210	461	208	752	161	
isogroup54068_g3	4	8	0	5	0	0	2	0	1	0	0	0	0	2	5	3	
isogroup54069_g1	62	76	7	0	3	32	0	0	5	19	4	42	98	53	483	61	
isogroup54070_g1	30	20	13	3	1	27	3	0	4	22	8	18	94	49	193	33	
isogroup54071_g1	3	13	9	16	2	16	1	0	3	17	2	14	23	9	49	16	
isogroup54072_g2	9	5	0	1	4	40	0	0	3	7	0	7	5	2	91	24	
isogroup54073_g1	10	6	2	1	2	23	0	0	3	12	1	13	37	12	111	18	
isogroup54074_g1	11	3	27	10	0	19	0	0	0	3	2	25	0	0	36	6	
isogroup54076_g1	84	75	73	19	4	105	17	0	8	56	10	50	281	89	978	177	
isogroup54080_g1	22	36	24	15	8	56	2	0	13	27	7	53	64	15	148	30	
isogroup54081_g1	0	0	0	9	1	0	0	0	0	1	0	1	4	0	0	0	
isogroup54082_g2	44	45	7	12	4	34	2	0	11	15	5	22	67	30	295	41	
isogroup54083_g2	52	98	57	33	14	53	4	0	7	35	8	66	101	34	331	53	
isogroup54084_g1	6	6	0	1	2	0	0	0	1	0	0	0	1	1	54	3	
isogroup54087_g1	55	63	60	53	14	90	5	0	22	114	9	55	102	42	633	79	
isogroup54088_g1	142	135	70	45	17	75	4	0	25	41	11	82	223	100	426	64	
isogroup54090_g1	3	10	3	0	1	2	0	0	0	9	0	15	28	18	99	25	
isogroup54092_g1	0	0	1	4	0	2	2	0	0	0	0	3	6	2	7	10	
isogroup54096_g1	1	3	12	16	4	16	3	0	6	12	0	7	9	2	102	17	
isogroup54099_g1	212	241	160	116	48	228	34	0	109	136	38	232	657	207	1671	208	
isogroup54100_g1	44	69	12	8	7	20	5	0	20	19	8	39	58	19	93	17	
isogroup54102_g1	17	50	0	0	0	11	5	0	0	5	0	11	7	4	67	3	
