isogroup59034_g1	GO:0005789;GO:0005794;GO:0016021;GO:0034382;GO:0006888;GO:0051006;GO:0033578;GO:0051604;GO:0009306;GO:0090181;GO:0090207
isogroup170792_g1	GO:0005887;GO:0005886;GO:0004966;GO:0042923;GO:0017046;GO:0007189;GO:0007186;GO:0043647;GO:0007194;GO:0031175;GO:0046488;GO:0007200;GO:0007204;GO:1902608;GO:0045944
isogroup53267_g1	GO:0016324;GO:0016021;GO:0005887;GO:0005739;GO:0045296;GO:0005509;GO:0050839;GO:0004872;GO:0016339;GO:0000904;GO:0008283;GO:0044331;GO:0045317;GO:0048105;GO:0045198;GO:0001737;GO:0042067;GO:0001736;GO:0007164;GO:0016336;GO:0007157;GO:0035329;GO:0007156;GO:0007446;GO:0007447;GO:0007476;GO:0090176;GO:0008285;GO:0010629;GO:0045926;GO:0045571;GO:0030178;GO:0016318;GO:0018149;GO:0035209;GO:0040008;GO:0045570;GO:0046620;GO:0032880;GO:0035159;GO:0016337;GO:0009888;GO:0035220
isogroup102843_g1	GO:0030424;GO:0043197;GO:0005887;GO:0043005;GO:0005886;GO:0014069;GO:0045211;GO:0048786;GO:0042734;GO:0005246;GO:0001641;GO:0051930;GO:0051966;GO:0019233;GO:0035249
isogroup62473_g1	GO:0005789;GO:0005768;GO:0030134;GO:0012507;GO:0015031;GO:0016192
isogroup58116_g1	GO:0015030;GO:0071013;GO:0005737;GO:0005829;GO:0005794;GO:0005654;GO:0046540;GO:0044822;GO:0007050;GO:0097193;GO:0000481;GO:0045292;GO:0000398;GO:0045585;GO:0000387
isogroup57305_g1	GO:0016021;GO:0016020;GO:0008061;GO:0046872
isogroup177388_g1	GO:0016323;GO:0016021;GO:0001607;GO:0008188;GO:0007589;GO:0071465;GO:0007186;GO:0007218;GO:0051928
isogroup61615_g1	GO:0030479;GO:0032153;GO:0030428;GO:0051286;GO:0005737;GO:0019992;GO:0046872;GO:0007015;GO:0006897;GO:0035556
isogroup44789_g1	
isogroup47736_g1	GO:0016323;GO:0016021;GO:0005887;GO:0005886;GO:0015171;GO:0015173;GO:0015349;GO:0005215;GO:0006865;GO:0015801
isogroup54403_g1	GO:0005829;GO:0010008;GO:0005886;GO:0070530;GO:0008270;GO:0000187;GO:0038095;GO:0007507;GO:0007249;GO:0007254;GO:0002755;GO:0010507;GO:0070423;GO:0043123;GO:0051092;GO:0045860;GO:0002223;GO:0050852
isogroup55665_g4	GO:0005737;GO:0046872;GO:0000224;GO:0006516
isogroup58974_g2	GO:0005829;GO:0005525;GO:0070300;GO:0035091;GO:0071482;GO:0045494;GO:0090316;GO:0015031
isogroup58794_g7	GO:0005737;GO:0005829;GO:0032391;GO:0003924;GO:0000902;GO:0007023;GO:0006457;GO:0007021
isogroup97926_g1	GO:0005576;GO:0042151;GO:0005509;GO:0004623;GO:0016042
isogroup61485_g8	GO:0005813;GO:0005737;GO:0030496;GO:0072686;GO:1990023;GO:0097431;GO:0051301;GO:0007067;GO:0007346
isogroup48986_g1	GO:0035631;GO:0009898;GO:0005829;GO:0005768;GO:0005739;GO:0016874;GO:0019903;GO:0004871;GO:0031996;GO:0005164;GO:0031625;GO:0004842;GO:0008270;GO:0006915;GO:0045087;GO:0032088;GO:0032480;GO:0042981;GO:0001817;GO:0050688;GO:0032648;GO:0030162;GO:0007165;GO:0008063;GO:0002224;GO:0035666;GO:0033209
isogroup101940_g1	GO:0005938;GO:0005856;GO:0030036;GO:0030154
isogroup167490_g1	GO:0030424;GO:0016021;GO:0005887;GO:0005886;GO:0008076;GO:0030955;GO:0005249;GO:0071805;GO:0006813;GO:0051260
isogroup61801_g2	GO:0005634;GO:0008409;GO:0000287;GO:0003729;GO:0000166;GO:0034353;GO:0008152;GO:0006402;GO:0071028;GO:0090305;GO:0050779
isogroup51702_g1	GO:0005576;GO:0005507;GO:0030168
isogroup61751_g1	GO:0005739;GO:0005654;GO:0005634;GO:0035326;GO:0003700;GO:0044212;GO:0008270;GO:0032922;GO:0040015;GO:0045944;GO:0045893;GO:0006357;GO:0001501
isogroup62251_g1	GO:0032579;GO:0016023;GO:0005615;GO:0005509
isogroup60478_g2	GO:0005789;GO:0070330;GO:0020037;GO:0005506;GO:0004497
